Date,semiconductor_shipments,industrial_production,global_trade_volume,crude_oil_prices,interest_rate,gdp_growth,m2_money_supply,personal_computing_sales,consumer_sentiment
2022-09-17,103.1393,103.5326,11870.389024,85.57,2.33,2.7,21507.7,97.862,58.6
2022-09-18,103.1393,103.5326,11870.389024,85.57,2.33,2.7,21507.7,97.862,58.6
2022-09-19,103.1393,103.5326,11870.389024,86.15,2.33,2.7,21507.7,97.862,58.6
2022-09-20,103.1393,103.5326,11870.389024,84.69,2.33,2.7,21507.7,97.862,58.6
2022-09-21,103.1393,103.5326,11870.389024,83.38,2.33,2.7,21507.7,97.862,58.6
2022-09-22,103.1393,103.5326,11870.389024,84.02,3.08,2.7,21507.7,97.862,58.6
2022-09-23,103.1393,103.5326,11870.389024,79.07,3.08,2.7,21507.7,97.862,58.6
2022-09-24,103.1393,103.5326,11870.389024,79.07,3.08,2.7,21507.7,97.862,58.6
2022-09-25,103.1393,103.5326,11870.389024,79.07,3.08,2.7,21507.7,97.862,58.6
2022-09-26,103.1393,103.5326,11870.389024,77.17,3.08,2.7,21507.7,97.862,58.6
2022-09-27,103.1393,103.5326,11870.389024,78.91,3.08,2.7,21507.7,97.862,58.6
2022-09-28,103.1393,103.5326,11870.389024,82.61,3.08,2.7,21507.7,97.862,58.6
2022-09-29,103.1393,103.5326,11870.389024,81.78,3.08,2.7,21507.7,97.862,58.6
2022-09-30,103.1393,103.5326,11870.389024,79.91,3.08,2.7,21507.7,97.862,58.6
2022-10-01,105.0235,103.4442,15700.29175,79.91,3.08,3.4,21433.4,97.379,59.9
2022-10-02,105.0235,103.4442,15700.29175,79.91,3.08,3.4,21433.4,97.379,59.9
2022-10-03,105.0235,103.4442,15700.29175,84.05,3.08,3.4,21433.4,97.379,59.9
2022-10-04,105.0235,103.4442,15700.29175,86.87,3.08,3.4,21433.4,97.379,59.9
2022-10-05,105.0235,103.4442,15700.29175,88.22,3.08,3.4,21433.4,97.379,59.9
2022-10-06,105.0235,103.4442,15700.29175,88.9,3.08,3.4,21433.4,97.379,59.9
2022-10-07,105.0235,103.4442,15700.29175,93.07,3.08,3.4,21433.4,97.379,59.9
2022-10-08,105.0235,103.4442,15700.29175,93.07,3.08,3.4,21433.4,97.379,59.9
2022-10-09,105.0235,103.4442,15700.29175,93.07,3.08,3.4,21433.4,97.379,59.9
2022-10-10,105.0235,103.4442,15700.29175,91.6,3.08,3.4,21433.4,97.379,59.9
2022-10-11,105.0235,103.4442,15700.29175,89.75,3.08,3.4,21433.4,97.379,59.9
2022-10-12,105.0235,103.4442,15700.29175,87.83,3.08,3.4,21433.4,97.379,59.9
2022-10-13,105.0235,103.4442,15700.29175,89.59,3.08,3.4,21433.4,97.379,59.9
2022-10-14,105.0235,103.4442,15700.29175,86.1,3.08,3.4,21433.4,97.379,59.9
2022-10-15,105.0235,103.4442,15700.29175,86.1,3.08,3.4,21433.4,97.379,59.9
2022-10-16,105.0235,103.4442,15700.29175,86.1,3.08,3.4,21433.4,97.379,59.9
2022-10-17,105.0235,103.4442,15700.29175,86.0,3.08,3.4,21433.4,97.379,59.9
2022-10-18,105.0235,103.4442,15700.29175,83.29,3.08,3.4,21433.4,97.379,59.9
2022-10-19,105.0235,103.4442,15700.29175,86.0,3.08,3.4,21433.4,97.379,59.9
2022-10-20,105.0235,103.4442,15700.29175,86.02,3.08,3.4,21433.4,97.379,59.9
2022-10-21,105.0235,103.4442,15700.29175,85.47,3.08,3.4,21433.4,97.379,59.9
2022-10-22,105.0235,103.4442,15700.29175,85.47,3.08,3.4,21433.4,97.379,59.9
2022-10-23,105.0235,103.4442,15700.29175,85.47,3.08,3.4,21433.4,97.379,59.9
2022-10-24,105.0235,103.4442,15700.29175,86.12,3.08,3.4,21433.4,97.379,59.9
2022-10-25,105.0235,103.4442,15700.29175,86.93,3.08,3.4,21433.4,97.379,59.9
2022-10-26,105.0235,103.4442,15700.29175,89.39,3.08,3.4,21433.4,97.379,59.9
2022-10-27,105.0235,103.4442,15700.29175,89.06,3.08,3.4,21433.4,97.379,59.9
2022-10-28,105.0235,103.4442,15700.29175,87.85,3.08,3.4,21433.4,97.379,59.9
2022-10-29,105.0235,103.4442,15700.29175,87.85,3.08,3.4,21433.4,97.379,59.9
2022-10-30,105.0235,103.4442,15700.29175,87.85,3.08,3.4,21433.4,97.379,59.9
2022-10-31,105.0235,103.4442,15700.29175,86.54,3.08,3.4,21433.4,97.379,59.9
2022-11-01,102.5644,103.1058,15785.77438,88.36,3.08,3.4,21367.1,94.12,56.7
2022-11-02,102.5644,103.1058,15785.77438,90.06,3.08,3.4,21367.1,94.12,56.7
2022-11-03,102.5644,103.1058,15785.77438,88.14,3.83,3.4,21367.1,94.12,56.7
2022-11-04,102.5644,103.1058,15785.77438,92.58,3.83,3.4,21367.1,94.12,56.7
2022-11-05,102.5644,103.1058,15785.77438,92.58,3.83,3.4,21367.1,94.12,56.7
2022-11-06,102.5644,103.1058,15785.77438,92.58,3.83,3.4,21367.1,94.12,56.7
2022-11-07,102.5644,103.1058,15785.77438,91.8,3.83,3.4,21367.1,94.12,56.7
2022-11-08,102.5644,103.1058,15785.77438,88.8,3.83,3.4,21367.1,94.12,56.7
2022-11-09,102.5644,103.1058,15785.77438,85.79,3.83,3.4,21367.1,94.12,56.7
2022-11-10,102.5644,103.1058,15785.77438,86.52,3.83,3.4,21367.1,94.12,56.7
2022-11-11,102.5644,103.1058,15785.77438,89.14,3.83,3.4,21367.1,94.12,56.7
2022-11-12,102.5644,103.1058,15785.77438,89.14,3.83,3.4,21367.1,94.12,56.7
2022-11-13,102.5644,103.1058,15785.77438,89.14,3.83,3.4,21367.1,94.12,56.7
2022-11-14,102.5644,103.1058,15785.77438,85.85,3.83,3.4,21367.1,94.12,56.7
2022-11-15,102.5644,103.1058,15785.77438,86.87,3.83,3.4,21367.1,94.12,56.7
2022-11-16,102.5644,103.1058,15785.77438,85.62,3.83,3.4,21367.1,94.12,56.7
2022-11-17,102.5644,103.1058,15785.77438,81.69,3.83,3.4,21367.1,94.12,56.7
2022-11-18,102.5644,103.1058,15785.77438,80.07,3.83,3.4,21367.1,94.12,56.7
2022-11-19,102.5644,103.1058,15785.77438,80.07,3.83,3.4,21367.1,94.12,56.7
2022-11-20,102.5644,103.1058,15785.77438,80.07,3.83,3.4,21367.1,94.12,56.7
2022-11-21,102.5644,103.1058,15785.77438,79.74,3.83,3.4,21367.1,94.12,56.7
2022-11-22,102.5644,103.1058,15785.77438,80.83,3.83,3.4,21367.1,94.12,56.7
2022-11-23,102.5644,103.1058,15785.77438,77.93,3.83,3.4,21367.1,94.12,56.7
2022-11-24,102.5644,103.1058,15785.77438,77.93,3.83,3.4,21367.1,94.12,56.7
2022-11-25,102.5644,103.1058,15785.77438,76.45,3.83,3.4,21367.1,94.12,56.7
2022-11-26,102.5644,103.1058,15785.77438,76.45,3.83,3.4,21367.1,94.12,56.7
2022-11-27,102.5644,103.1058,15785.77438,76.45,3.83,3.4,21367.1,94.12,56.7
2022-11-28,102.5644,103.1058,15785.77438,77.1,3.83,3.4,21367.1,94.12,56.7
2022-11-29,102.5644,103.1058,15785.77438,77.96,3.83,3.4,21367.1,94.12,56.7
2022-11-30,102.5644,103.1058,15785.77438,80.48,3.83,3.4,21367.1,94.12,56.7
2022-12-01,101.9627,101.8266,13612.177365,81.06,3.83,3.4,21273.2,97.494,59.8
2022-12-02,101.9627,101.8266,13612.177365,79.86,3.83,3.4,21273.2,97.494,59.8
2022-12-03,101.9627,101.8266,13612.177365,79.86,3.83,3.4,21273.2,97.494,59.8
2022-12-04,101.9627,101.8266,13612.177365,79.86,3.83,3.4,21273.2,97.494,59.8
2022-12-05,101.9627,101.8266,13612.177365,76.83,3.83,3.4,21273.2,97.494,59.8
2022-12-06,101.9627,101.8266,13612.177365,74.21,3.83,3.4,21273.2,97.494,59.8
2022-12-07,101.9627,101.8266,13612.177365,71.93,3.83,3.4,21273.2,97.494,59.8
2022-12-08,101.9627,101.8266,13612.177365,71.3,3.83,3.4,21273.2,97.494,59.8
2022-12-09,101.9627,101.8266,13612.177365,71.05,3.83,3.4,21273.2,97.494,59.8
2022-12-10,101.9627,101.8266,13612.177365,71.05,3.83,3.4,21273.2,97.494,59.8
2022-12-11,101.9627,101.8266,13612.177365,71.05,3.83,3.4,21273.2,97.494,59.8
2022-12-12,101.9627,101.8266,13612.177365,72.96,3.83,3.4,21273.2,97.494,59.8
2022-12-13,101.9627,101.8266,13612.177365,75.44,3.83,3.4,21273.2,97.494,59.8
2022-12-14,101.9627,101.8266,13612.177365,77.14,3.83,3.4,21273.2,97.494,59.8
2022-12-15,101.9627,101.8266,13612.177365,75.89,4.33,3.4,21273.2,97.494,59.8
2022-12-16,101.9627,101.8266,13612.177365,74.19,4.33,3.4,21273.2,97.494,59.8
2022-12-17,101.9627,101.8266,13612.177365,74.19,4.33,3.4,21273.2,97.494,59.8
2022-12-18,101.9627,101.8266,13612.177365,74.19,4.33,3.4,21273.2,97.494,59.8
2022-12-19,101.9627,101.8266,13612.177365,75.05,4.33,3.4,21273.2,97.494,59.8
2022-12-20,101.9627,101.8266,13612.177365,75.92,4.33,3.4,21273.2,97.494,59.8
2022-12-21,101.9627,101.8266,13612.177365,78.17,4.33,3.4,21273.2,97.494,59.8
2022-12-22,101.9627,101.8266,13612.177365,77.68,4.33,3.4,21273.2,97.494,59.8
2022-12-23,101.9627,101.8266,13612.177365,79.57,4.33,3.4,21273.2,97.494,59.8
2022-12-24,101.9627,101.8266,13612.177365,79.57,4.33,3.4,21273.2,97.494,59.8
2022-12-25,101.9627,101.8266,13612.177365,79.57,4.33,3.4,21273.2,97.494,59.8
2022-12-26,101.9627,101.8266,13612.177365,79.57,4.33,3.4,21273.2,97.494,59.8
2022-12-27,101.9627,101.8266,13612.177365,79.45,4.33,3.4,21273.2,97.494,59.8
2022-12-28,101.9627,101.8266,13612.177365,78.89,4.33,3.4,21273.2,97.494,59.8
2022-12-29,101.9627,101.8266,13612.177365,78.43,4.33,3.4,21273.2,97.494,59.8
2022-12-30,101.9627,101.8266,13612.177365,80.16,4.33,3.4,21273.2,97.494,59.8
2022-12-31,101.9627,101.8266,13612.177365,80.16,4.33,3.4,21273.2,97.494,59.8
2023-01-01,103.338,102.7476,13042.49124,80.16,4.33,2.8,21188.1,99.334,64.9
2023-01-02,103.338,102.7476,13042.49124,80.16,4.33,2.8,21188.1,99.334,64.9
2023-01-03,103.338,102.7476,13042.49124,76.87,4.33,2.8,21188.1,99.334,64.9
2023-01-04,103.338,102.7476,13042.49124,72.82,4.33,2.8,21188.1,99.334,64.9
2023-01-05,103.338,102.7476,13042.49124,73.61,4.33,2.8,21188.1,99.334,64.9
2023-01-06,103.338,102.7476,13042.49124,73.77,4.33,2.8,21188.1,99.334,64.9
2023-01-07,103.338,102.7476,13042.49124,73.77,4.33,2.8,21188.1,99.334,64.9
2023-01-08,103.338,102.7476,13042.49124,73.77,4.33,2.8,21188.1,99.334,64.9
2023-01-09,103.338,102.7476,13042.49124,74.69,4.33,2.8,21188.1,99.334,64.9
2023-01-10,103.338,102.7476,13042.49124,75.11,4.33,2.8,21188.1,99.334,64.9
2023-01-11,103.338,102.7476,13042.49124,77.46,4.33,2.8,21188.1,99.334,64.9
2023-01-12,103.338,102.7476,13042.49124,78.32,4.33,2.8,21188.1,99.334,64.9
2023-01-13,103.338,102.7476,13042.49124,79.9,4.33,2.8,21188.1,99.334,64.9
2023-01-14,103.338,102.7476,13042.49124,79.9,4.33,2.8,21188.1,99.334,64.9
2023-01-15,103.338,102.7476,13042.49124,79.9,4.33,2.8,21188.1,99.334,64.9
2023-01-16,103.338,102.7476,13042.49124,79.9,4.33,2.8,21188.1,99.334,64.9
2023-01-17,103.338,102.7476,13042.49124,80.25,4.33,2.8,21188.1,99.334,64.9
2023-01-18,103.338,102.7476,13042.49124,79.53,4.33,2.8,21188.1,99.334,64.9
2023-01-19,103.338,102.7476,13042.49124,80.31,4.33,2.8,21188.1,99.334,64.9
2023-01-20,103.338,102.7476,13042.49124,81.27,4.33,2.8,21188.1,99.334,64.9
2023-01-21,103.338,102.7476,13042.49124,81.27,4.33,2.8,21188.1,99.334,64.9
2023-01-22,103.338,102.7476,13042.49124,81.27,4.33,2.8,21188.1,99.334,64.9
2023-01-23,103.338,102.7476,13042.49124,81.62,4.33,2.8,21188.1,99.334,64.9
2023-01-24,103.338,102.7476,13042.49124,79.86,4.33,2.8,21188.1,99.334,64.9
2023-01-25,103.338,102.7476,13042.49124,79.78,4.33,2.8,21188.1,99.334,64.9
2023-01-26,103.338,102.7476,13042.49124,80.64,4.33,2.8,21188.1,99.334,64.9
2023-01-27,103.338,102.7476,13042.49124,79.73,4.33,2.8,21188.1,99.334,64.9
2023-01-28,103.338,102.7476,13042.49124,79.73,4.33,2.8,21188.1,99.334,64.9
2023-01-29,103.338,102.7476,13042.49124,79.73,4.33,2.8,21188.1,99.334,64.9
2023-01-30,103.338,102.7476,13042.49124,77.97,4.33,2.8,21188.1,99.334,64.9
2023-01-31,103.338,102.7476,13042.49124,78.95,4.33,2.8,21188.1,99.334,64.9
2023-02-01,103.7451,102.8003,11791.056613,76.34,4.33,2.8,21117.6,100.0,66.9
2023-02-02,103.7451,102.8003,11791.056613,75.87,4.58,2.8,21117.6,100.0,66.9
2023-02-03,103.7451,102.8003,11791.056613,73.4,4.58,2.8,21117.6,100.0,66.9
2023-02-04,103.7451,102.8003,11791.056613,73.4,4.58,2.8,21117.6,100.0,66.9
2023-02-05,103.7451,102.8003,11791.056613,73.4,4.58,2.8,21117.6,100.0,66.9
2023-02-06,103.7451,102.8003,11791.056613,74.11,4.58,2.8,21117.6,100.0,66.9
2023-02-07,103.7451,102.8003,11791.056613,77.17,4.58,2.8,21117.6,100.0,66.9
2023-02-08,103.7451,102.8003,11791.056613,78.47,4.58,2.8,21117.6,100.0,66.9
2023-02-09,103.7451,102.8003,11791.056613,78.04,4.57,2.8,21117.6,100.0,66.9
2023-02-10,103.7451,102.8003,11791.056613,79.74,4.58,2.8,21117.6,100.0,66.9
2023-02-11,103.7451,102.8003,11791.056613,79.74,4.58,2.8,21117.6,100.0,66.9
2023-02-12,103.7451,102.8003,11791.056613,79.74,4.58,2.8,21117.6,100.0,66.9
2023-02-13,103.7451,102.8003,11791.056613,80.14,4.58,2.8,21117.6,100.0,66.9
2023-02-14,103.7451,102.8003,11791.056613,79.08,4.58,2.8,21117.6,100.0,66.9
2023-02-15,103.7451,102.8003,11791.056613,78.57,4.58,2.8,21117.6,100.0,66.9
2023-02-16,103.7451,102.8003,11791.056613,78.45,4.58,2.8,21117.6,100.0,66.9
2023-02-17,103.7451,102.8003,11791.056613,76.31,4.58,2.8,21117.6,100.0,66.9
2023-02-18,103.7451,102.8003,11791.056613,76.31,4.58,2.8,21117.6,100.0,66.9
2023-02-19,103.7451,102.8003,11791.056613,76.31,4.58,2.8,21117.6,100.0,66.9
2023-02-20,103.7451,102.8003,11791.056613,76.31,4.58,2.8,21117.6,100.0,66.9
2023-02-21,103.7451,102.8003,11791.056613,76.28,4.58,2.8,21117.6,100.0,66.9
2023-02-22,103.7451,102.8003,11791.056613,73.95,4.58,2.8,21117.6,100.0,66.9
2023-02-23,103.7451,102.8003,11791.056613,75.26,4.58,2.8,21117.6,100.0,66.9
2023-02-24,103.7451,102.8003,11791.056613,76.19,4.58,2.8,21117.6,100.0,66.9
2023-02-25,103.7451,102.8003,11791.056613,76.19,4.58,2.8,21117.6,100.0,66.9
2023-02-26,103.7451,102.8003,11791.056613,76.19,4.58,2.8,21117.6,100.0,66.9
2023-02-27,103.7451,102.8003,11791.056613,75.57,4.57,2.8,21117.6,100.0,66.9
2023-02-28,103.7451,102.8003,11791.056613,76.88,4.57,2.8,21117.6,100.0,66.9
2023-03-01,102.1072,102.8143,13911.74047,77.57,4.58,2.8,20870.5,99.86,62.0
2023-03-02,102.1072,102.8143,13911.74047,78.05,4.57,2.8,20870.5,99.86,62.0
2023-03-03,102.1072,102.8143,13911.74047,79.62,4.57,2.8,20870.5,99.86,62.0
2023-03-04,102.1072,102.8143,13911.74047,79.62,4.57,2.8,20870.5,99.86,62.0
2023-03-05,102.1072,102.8143,13911.74047,79.62,4.57,2.8,20870.5,99.86,62.0
2023-03-06,102.1072,102.8143,13911.74047,80.39,4.57,2.8,20870.5,99.86,62.0
2023-03-07,102.1072,102.8143,13911.74047,77.45,4.57,2.8,20870.5,99.86,62.0
2023-03-08,102.1072,102.8143,13911.74047,76.56,4.57,2.8,20870.5,99.86,62.0
2023-03-09,102.1072,102.8143,13911.74047,75.6,4.57,2.8,20870.5,99.86,62.0
2023-03-10,102.1072,102.8143,13911.74047,76.55,4.57,2.8,20870.5,99.86,62.0
2023-03-11,102.1072,102.8143,13911.74047,76.55,4.57,2.8,20870.5,99.86,62.0
2023-03-12,102.1072,102.8143,13911.74047,76.55,4.57,2.8,20870.5,99.86,62.0
2023-03-13,102.1072,102.8143,13911.74047,74.68,4.58,2.8,20870.5,99.86,62.0
2023-03-14,102.1072,102.8143,13911.74047,71.18,4.58,2.8,20870.5,99.86,62.0
2023-03-15,102.1072,102.8143,13911.74047,67.38,4.58,2.8,20870.5,99.86,62.0
2023-03-16,102.1072,102.8143,13911.74047,68.15,4.58,2.8,20870.5,99.86,62.0
2023-03-17,102.1072,102.8143,13911.74047,66.61,4.58,2.8,20870.5,99.86,62.0
2023-03-18,102.1072,102.8143,13911.74047,66.61,4.58,2.8,20870.5,99.86,62.0
2023-03-19,102.1072,102.8143,13911.74047,66.61,4.58,2.8,20870.5,99.86,62.0
2023-03-20,102.1072,102.8143,13911.74047,67.56,4.58,2.8,20870.5,99.86,62.0
2023-03-21,102.1072,102.8143,13911.74047,69.4,4.58,2.8,20870.5,99.86,62.0
2023-03-22,102.1072,102.8143,13911.74047,70.71,4.58,2.8,20870.5,99.86,62.0
2023-03-23,102.1072,102.8143,13911.74047,69.77,4.83,2.8,20870.5,99.86,62.0
2023-03-24,102.1072,102.8143,13911.74047,69.22,4.83,2.8,20870.5,99.86,62.0
2023-03-25,102.1072,102.8143,13911.74047,69.22,4.83,2.8,20870.5,99.86,62.0
2023-03-26,102.1072,102.8143,13911.74047,69.22,4.83,2.8,20870.5,99.86,62.0
2023-03-27,102.1072,102.8143,13911.74047,72.87,4.83,2.8,20870.5,99.86,62.0
2023-03-28,102.1072,102.8143,13911.74047,73.12,4.83,2.8,20870.5,99.86,62.0
2023-03-29,102.1072,102.8143,13911.74047,72.95,4.83,2.8,20870.5,99.86,62.0
2023-03-30,102.1072,102.8143,13911.74047,74.32,4.83,2.8,20870.5,99.86,62.0
2023-03-31,102.1072,102.8143,13911.74047,75.68,4.83,2.8,20870.5,99.86,62.0
2023-04-01,109.3759,103.2241,13060.722188,75.68,4.83,2.4,20711.9,99.716,63.7
2023-04-02,109.3759,103.2241,13060.722188,75.68,4.83,2.4,20711.9,99.716,63.7
2023-04-03,109.3759,103.2241,13060.722188,80.4,4.83,2.4,20711.9,99.716,63.7
2023-04-04,109.3759,103.2241,13060.722188,80.7,4.83,2.4,20711.9,99.716,63.7
2023-04-05,109.3759,103.2241,13060.722188,80.69,4.83,2.4,20711.9,99.716,63.7
2023-04-06,109.3759,103.2241,13060.722188,80.7,4.83,2.4,20711.9,99.716,63.7
2023-04-07,109.3759,103.2241,13060.722188,80.7,4.83,2.4,20711.9,99.716,63.7
2023-04-08,109.3759,103.2241,13060.722188,80.7,4.83,2.4,20711.9,99.716,63.7
2023-04-09,109.3759,103.2241,13060.722188,80.7,4.83,2.4,20711.9,99.716,63.7
2023-04-10,109.3759,103.2241,13060.722188,79.79,4.83,2.4,20711.9,99.716,63.7
2023-04-11,109.3759,103.2241,13060.722188,81.54,4.83,2.4,20711.9,99.716,63.7
2023-04-12,109.3759,103.2241,13060.722188,83.26,4.83,2.4,20711.9,99.716,63.7
2023-04-13,109.3759,103.2241,13060.722188,82.16,4.83,2.4,20711.9,99.716,63.7
2023-04-14,109.3759,103.2241,13060.722188,82.58,4.83,2.4,20711.9,99.716,63.7
2023-04-15,109.3759,103.2241,13060.722188,82.58,4.83,2.4,20711.9,99.716,63.7
2023-04-16,109.3759,103.2241,13060.722188,82.58,4.83,2.4,20711.9,99.716,63.7
2023-04-17,109.3759,103.2241,13060.722188,80.93,4.83,2.4,20711.9,99.716,63.7
2023-04-18,109.3759,103.2241,13060.722188,80.85,4.83,2.4,20711.9,99.716,63.7
2023-04-19,109.3759,103.2241,13060.722188,79.18,4.83,2.4,20711.9,99.716,63.7
2023-04-20,109.3759,103.2241,13060.722188,77.27,4.83,2.4,20711.9,99.716,63.7
2023-04-21,109.3759,103.2241,13060.722188,77.86,4.83,2.4,20711.9,99.716,63.7
2023-04-22,109.3759,103.2241,13060.722188,77.86,4.83,2.4,20711.9,99.716,63.7
2023-04-23,109.3759,103.2241,13060.722188,77.86,4.83,2.4,20711.9,99.716,63.7
2023-04-24,109.3759,103.2241,13060.722188,78.64,4.83,2.4,20711.9,99.716,63.7
2023-04-25,109.3759,103.2241,13060.722188,77.05,4.83,2.4,20711.9,99.716,63.7
2023-04-26,109.3759,103.2241,13060.722188,74.33,4.83,2.4,20711.9,99.716,63.7
2023-04-27,109.3759,103.2241,13060.722188,74.77,4.83,2.4,20711.9,99.716,63.7
2023-04-28,109.3759,103.2241,13060.722188,76.78,4.83,2.4,20711.9,99.716,63.7
2023-04-29,109.3759,103.2241,13060.722188,76.78,4.83,2.4,20711.9,99.716,63.7
2023-04-30,109.3759,103.2241,13060.722188,76.78,4.83,2.4,20711.9,99.716,63.7
2023-05-01,110.7094,102.9809,10699.595345,75.65,4.83,2.4,20804.6,97.222,59.0
2023-05-02,110.7094,102.9809,10699.595345,71.71,4.83,2.4,20804.6,97.222,59.0
2023-05-03,110.7094,102.9809,10699.595345,68.62,4.83,2.4,20804.6,97.222,59.0
2023-05-04,110.7094,102.9809,10699.595345,68.52,5.08,2.4,20804.6,97.222,59.0
2023-05-05,110.7094,102.9809,10699.595345,71.32,5.08,2.4,20804.6,97.222,59.0
2023-05-06,110.7094,102.9809,10699.595345,71.32,5.08,2.4,20804.6,97.222,59.0
2023-05-07,110.7094,102.9809,10699.595345,71.32,5.08,2.4,20804.6,97.222,59.0
2023-05-08,110.7094,102.9809,10699.595345,73.13,5.08,2.4,20804.6,97.222,59.0
2023-05-09,110.7094,102.9809,10699.595345,73.68,5.08,2.4,20804.6,97.222,59.0
2023-05-10,110.7094,102.9809,10699.595345,72.53,5.08,2.4,20804.6,97.222,59.0
2023-05-11,110.7094,102.9809,10699.595345,70.81,5.08,2.4,20804.6,97.222,59.0
2023-05-12,110.7094,102.9809,10699.595345,70.02,5.08,2.4,20804.6,97.222,59.0
2023-05-13,110.7094,102.9809,10699.595345,70.02,5.08,2.4,20804.6,97.222,59.0
2023-05-14,110.7094,102.9809,10699.595345,70.02,5.08,2.4,20804.6,97.222,59.0
2023-05-15,110.7094,102.9809,10699.595345,71.07,5.08,2.4,20804.6,97.222,59.0
2023-05-16,110.7094,102.9809,10699.595345,70.85,5.08,2.4,20804.6,97.222,59.0
2023-05-17,110.7094,102.9809,10699.595345,72.78,5.08,2.4,20804.6,97.222,59.0
2023-05-18,110.7094,102.9809,10699.595345,71.82,5.08,2.4,20804.6,97.222,59.0
2023-05-19,110.7094,102.9809,10699.595345,71.57,5.08,2.4,20804.6,97.222,59.0
2023-05-20,110.7094,102.9809,10699.595345,71.57,5.08,2.4,20804.6,97.222,59.0
2023-05-21,110.7094,102.9809,10699.595345,71.57,5.08,2.4,20804.6,97.222,59.0
2023-05-22,110.7094,102.9809,10699.595345,71.81,5.08,2.4,20804.6,97.222,59.0
2023-05-23,110.7094,102.9809,10699.595345,72.87,5.08,2.4,20804.6,97.222,59.0
2023-05-24,110.7094,102.9809,10699.595345,74.37,5.08,2.4,20804.6,97.222,59.0
2023-05-25,110.7094,102.9809,10699.595345,71.68,5.08,2.4,20804.6,97.222,59.0
2023-05-26,110.7094,102.9809,10699.595345,72.35,5.08,2.4,20804.6,97.222,59.0
2023-05-27,110.7094,102.9809,10699.595345,72.35,5.08,2.4,20804.6,97.222,59.0
2023-05-28,110.7094,102.9809,10699.595345,72.35,5.08,2.4,20804.6,97.222,59.0
2023-05-29,110.7094,102.9809,10699.595345,72.35,5.08,2.4,20804.6,97.222,59.0
2023-05-30,110.7094,102.9809,10699.595345,69.45,5.08,2.4,20804.6,97.222,59.0
2023-05-31,110.7094,102.9809,10699.595345,68.11,5.08,2.4,20804.6,97.222,59.0
2023-06-01,107.0514,102.3809,10149.544065,70.09,5.08,2.4,20788.4,94.714,64.2
2023-06-02,107.0514,102.3809,10149.544065,71.76,5.08,2.4,20788.4,94.714,64.2
2023-06-03,107.0514,102.3809,10149.544065,71.76,5.08,2.4,20788.4,94.714,64.2
2023-06-04,107.0514,102.3809,10149.544065,71.76,5.08,2.4,20788.4,94.714,64.2
2023-06-05,107.0514,102.3809,10149.544065,72.14,5.08,2.4,20788.4,94.714,64.2
2023-06-06,107.0514,102.3809,10149.544065,71.71,5.08,2.4,20788.4,94.714,64.2
2023-06-07,107.0514,102.3809,10149.544065,72.52,5.08,2.4,20788.4,94.714,64.2
2023-06-08,107.0514,102.3809,10149.544065,71.28,5.08,2.4,20788.4,94.714,64.2
2023-06-09,107.0514,102.3809,10149.544065,70.16,5.08,2.4,20788.4,94.714,64.2
