Date,interest_rate,unemployment_rate,cpi,gdp_growth,industrial_production,vehicle_sales,personal_consumption,retail_sales_auto,crude_oil_prices,sp500
2023-09-24,5.33,3.8,307.288,4.4,103.3081,16.193,19024.9,132862.0,90.0,4320.06
2023-09-25,5.33,3.8,307.288,4.4,103.3081,16.193,19024.9,132862.0,89.68,4337.44
2023-09-26,5.33,3.8,307.288,4.4,103.3081,16.193,19024.9,132862.0,91.43,4273.53
2023-09-27,5.33,3.8,307.288,4.4,103.3081,16.193,19024.9,132862.0,93.67,4274.51
2023-09-28,5.33,3.8,307.288,4.4,103.3081,16.193,19024.9,132862.0,91.65,4299.7
2023-09-29,5.33,3.8,307.288,4.4,103.3081,16.193,19024.9,132862.0,90.77,4288.05
2023-09-30,5.33,3.8,307.288,4.4,103.3081,16.193,19024.9,132862.0,90.77,4288.05
2023-10-01,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,90.77,4288.05
2023-10-02,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,88.81,4288.39
2023-10-03,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,89.26,4229.45
2023-10-04,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,84.32,4263.75
2023-10-05,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,82.3,4258.19
2023-10-06,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,82.83,4308.5
2023-10-07,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,82.83,4308.5
2023-10-08,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,82.83,4308.5
2023-10-09,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,82.83,4335.66
2023-10-10,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,85.89,4358.24
2023-10-11,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,83.7,4376.95
2023-10-12,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,82.87,4349.61
2023-10-13,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,87.67,4327.78
2023-10-14,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,87.67,4327.78
2023-10-15,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,87.67,4327.78
2023-10-16,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,86.65,4373.63
2023-10-17,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,86.66,4373.2
2023-10-18,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,88.35,4314.6
2023-10-19,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,89.35,4278.0
2023-10-20,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,89.12,4224.16
2023-10-21,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,89.12,4224.16
2023-10-22,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,89.12,4224.16
2023-10-23,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,85.49,4217.04
2023-10-24,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,84.58,4247.68
2023-10-25,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,86.07,4186.77
2023-10-26,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,83.8,4137.23
2023-10-27,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,86.04,4117.37
2023-10-28,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,86.04,4117.37
2023-10-29,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,86.04,4117.37
2023-10-30,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,83.03,4166.82
2023-10-31,5.33,3.8,307.531,3.2,102.5781,15.799,19069.5,128979.0,81.64,4193.8
2023-11-01,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,81.05,4237.86
2023-11-02,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,83.04,4317.78
2023-11-03,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,81.19,4358.34
2023-11-04,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,81.19,4358.34
2023-11-05,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,81.19,4358.34
2023-11-06,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,81.54,4365.98
2023-11-07,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,77.96,4378.38
2023-11-08,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,75.85,4382.78
2023-11-09,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,76.34,4347.35
2023-11-10,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,76.34,4415.24
2023-11-11,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,76.34,4415.24
2023-11-12,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,76.34,4415.24
2023-11-13,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,78.86,4411.55
2023-11-14,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,78.9,4495.7
2023-11-15,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,77.15,4502.88
2023-11-16,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,73.5,4508.24
2023-11-17,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,76.47,4514.02
2023-11-18,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,76.47,4514.02
2023-11-19,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,76.47,4514.02
2023-11-20,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,78.1,4547.38
2023-11-21,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,78.35,4538.19
2023-11-22,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,76.8,4556.62
2023-11-23,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,76.8,4556.62
2023-11-24,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,74.83,4559.34
2023-11-25,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,74.83,4559.34
2023-11-26,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,74.83,4559.34
2023-11-27,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,74.46,4550.43
2023-11-28,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,76.09,4554.89
2023-11-29,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,77.56,4550.58
2023-11-30,5.33,3.7,308.024,3.2,102.8868,15.945,19151.0,123899.0,75.66,4567.8
2023-12-01,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,73.7,4594.63
2023-12-02,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,73.7,4594.63
2023-12-03,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,73.7,4594.63
2023-12-04,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,72.73,4569.78
2023-12-05,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,71.95,4567.18
2023-12-06,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,68.98,4549.34
2023-12-07,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,69.0,4585.59
2023-12-08,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,70.87,4604.37
2023-12-09,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,70.87,4604.37
2023-12-10,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,70.87,4604.37
2023-12-11,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,70.95,4622.44
2023-12-12,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,68.27,4643.7
2023-12-13,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,69.09,4707.09
2023-12-14,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,71.21,4719.55
2023-12-15,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,71.05,4719.19
2023-12-16,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,71.05,4719.19
2023-12-17,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,71.05,4719.19
2023-12-18,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,72.16,4740.56
2023-12-19,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,73.23,4768.37
2023-12-20,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,73.87,4698.35
2023-12-21,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,73.59,4746.75
2023-12-22,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,73.29,4754.63
2023-12-23,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,73.29,4754.63
2023-12-24,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,73.29,4754.63
2023-12-25,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,73.29,4754.63
2023-12-26,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,75.84,4774.75
2023-12-27,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,74.31,4781.58
2023-12-28,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,72.02,4783.35
2023-12-29,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,71.89,4769.83
2023-12-30,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,71.89,4769.83
2023-12-31,5.33,3.7,308.742,3.2,102.6309,16.386,19289.9,130175.0,71.89,4769.83
2024-01-01,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,71.89,4769.83
2024-01-02,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,70.62,4742.83
2024-01-03,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,72.97,4704.81
2024-01-04,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,72.38,4688.68
2024-01-05,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,74.0,4697.24
2024-01-06,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,74.0,4697.24
2024-01-07,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,74.0,4697.24
2024-01-08,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,71.06,4763.54
2024-01-09,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,72.43,4756.5
2024-01-10,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,71.57,4783.45
2024-01-11,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,72.15,4780.24
2024-01-12,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,72.94,4783.83
2024-01-13,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,72.94,4783.83
2024-01-14,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,72.94,4783.83
2024-01-15,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,72.94,4783.83
2024-01-16,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,72.63,4765.98
2024-01-17,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,72.79,4739.21
2024-01-18,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,74.32,4780.94
2024-01-19,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,73.69,4839.81
2024-01-20,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,73.69,4839.81
2024-01-21,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,73.69,4839.81
2024-01-22,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,75.26,4850.43
2024-01-23,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,74.72,4864.6
2024-01-24,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,75.48,4868.55
2024-01-25,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,77.91,4894.16
2024-01-26,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,78.45,4890.97
2024-01-27,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,78.45,4890.97
2024-01-28,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,78.45,4890.97
2024-01-29,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,77.25,4927.93
2024-01-30,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,78.3,4924.97
2024-01-31,5.33,3.7,309.685,1.6,101.483,15.513,19308.5,117947.0,76.28,4845.65
2024-02-01,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,74.36,4906.19
2024-02-02,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,72.72,4958.61
2024-02-03,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,72.72,4958.61
2024-02-04,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,72.72,4958.61
2024-02-05,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,73.21,4942.81
2024-02-06,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,73.83,4954.23
2024-02-07,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,74.26,4995.06
2024-02-08,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,76.67,4997.91
2024-02-09,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,77.26,5026.61
2024-02-10,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,77.26,5026.61
2024-02-11,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,77.26,5026.61
2024-02-12,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,77.34,5021.84
2024-02-13,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,78.28,4953.17
2024-02-14,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,77.09,5000.62
2024-02-15,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,78.47,5029.73
2024-02-16,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,79.65,5005.57
2024-02-17,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,79.65,5005.57
2024-02-18,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,79.65,5005.57
2024-02-19,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,79.65,5005.57
2024-02-20,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,78.72,4975.51
2024-02-21,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,78.89,4981.8
2024-02-22,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,79.64,5087.03
2024-02-23,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,77.6,5088.8
2024-02-24,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,77.6,5088.8
2024-02-25,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,77.6,5088.8
2024-02-26,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,78.53,5069.53
2024-02-27,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,79.8,5078.18
2024-02-28,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,79.44,5069.76
2024-02-29,5.33,3.9,311.054,1.6,102.7267,16.191,19412.7,126296.0,79.22,5096.27
2024-03-01,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,80.9,5137.08
2024-03-02,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,80.9,5137.08
2024-03-03,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,80.9,5137.08
2024-03-04,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,79.67,5130.95
2024-03-05,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,79.11,5078.65
2024-03-06,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,80.08,5104.76
2024-03-07,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,79.81,5157.36
2024-03-08,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,78.96,5123.69
2024-03-09,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,78.96,5123.69
2024-03-10,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,78.96,5123.69
2024-03-11,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,78.87,5117.94
2024-03-12,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,78.51,5175.27
2024-03-13,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,80.67,5165.31
2024-03-14,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,82.16,5150.48
2024-03-15,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,81.94,5117.09
2024-03-16,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,81.94,5117.09
2024-03-17,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,81.94,5117.09
2024-03-18,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,83.68,5149.42
2024-03-19,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,84.39,5178.51
2024-03-20,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,82.79,5224.62
2024-03-21,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,81.99,5241.53
2024-03-22,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,81.1,5234.18
2024-03-23,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,81.1,5234.18
2024-03-24,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,81.1,5234.18
2024-03-25,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,82.41,5218.19
2024-03-26,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,82.41,5203.58
2024-03-27,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,82.15,5248.49
2024-03-28,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,83.96,5254.35
2024-03-29,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,83.96,5254.35
2024-03-30,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,83.96,5254.35
2024-03-31,5.33,3.8,312.23,1.6,102.5186,16.186,19553.2,140527.0,83.96,5254.35
2024-04-01,5.33,3.9,313.207,3.0,102.3568,16.57,19603.3,138710.0,84.54,5243.77
2024-04-02,5.33,3.9,313.207,3.0,102.3568,16.57,19603.3,138710.0,85.95,5205.81
2024-04-03,5.33,3.9,313.207,3.0,102.3568,16.57,19603.3,138710.0,86.22,5211.49
2024-04-04,5.33,3.9,313.207,3.0,102.3568,16.57,19603.3,138710.0,87.37,5147.21
2024-04-05,5.33,3.9,313.207,3.0,102.3568,16.57,19603.3,138710.0,87.69,5204.34
2024-04-06,5.33,3.9,313.207,3.0,102.3568,16.57,19603.3,138710.0,87.69,5204.34
2024-04-07,5.33,3.9,313.207,3.0,102.3568,16.57,19603.3,138710.0,87.69,5204.34
2024-04-08,5.33,3.9,313.207,3.0,102.3568,16.57,19603.3,138710.0,87.24,5202.39
2024-04-09,5.33,3.9,313.207,3.0,102.3568,16.57,19603.3,138710.0,86.04,5209.91
2024-04-10,5.33,3.9,313.207,3.0,102.3568,16.57,19603.3,138710.0,86.98,5160.64
2024-04-11,5.33,3.9,313.207,3.0,102.3568,16.57,19603.3,138710.0,85.79,5199.06
2024-04-12,5.33,3.9,313.207,3.0,102.3568,16.57,19603.3,138710.0,86.46,5123.41
2024-04-13,5.33,3.9,313.207,3.0,102.3568,16.57,19603.3,138710.0,86.46,5123.41
2024-04-14,5.33,3.9,313.207,3.0,102.3568,16.57,19603.3,138710.0,86.46,5123.41
2024-04-15,5.33,3.9,313.207,3.0,102.3568,16.57,19603.3,138710.0,86.21,5061.82
2024-04-16,5.33,3.9,313.207,3.0,102.3568,16.57,19603.3,138710.0,86.15,5051.41
2024-04-17,5.33,3.9,313.207,3.0,102.3568,16.57,19603.3,138710.0,83.58,5022.21
2024-04-18,5.33,3.9,313.207,3.0,102.3568,16.57,19603.3,138710.0,83.5,5011.12
2024-04-19,5.33,3.9,313.207,3.0,102.3568,16.57,19603.3,138710.0,83.79,4967.23
2024-04-20,5.33,3.9,313.207,3.0,102.3568,16.57,19603.3,138710.0,83.79,4967.23
2024-04-21,5.33,3.9,313.207,3.0,102.3568,16.57,19603.3,138710.0,83.79,4967.23
2024-04-22,5.33,3.9,313.207,3.0,102.3568,16.57,19603.3,138710.0,83.82,5010.6
2024-04-23,5.33,3.9,313.207,3.0,102.3568,16.57,19603.3,138710.0,84.17,5070.55
