Date,interest_rate,unemployment_rate,cpi,gdp_growth,industrial_production,personal_consumption,technology_capital_spending,crude_oil_prices,semiconductor_shipments
2024-02-29,5.33,3.9,311.054,1.6,102.7267,19412.7,85806.0,79.22,108.1696
2024-03-01,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,80.9,110.4333
2024-03-02,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,80.9,110.4333
2024-03-03,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,80.9,110.4333
2024-03-04,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,79.67,110.4333
2024-03-05,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,79.11,110.4333
2024-03-06,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,80.08,110.4333
2024-03-07,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,79.81,110.4333
2024-03-08,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,78.96,110.4333
2024-03-09,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,78.96,110.4333
2024-03-10,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,78.96,110.4333
2024-03-11,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,78.87,110.4333
2024-03-12,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,78.51,110.4333
2024-03-13,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,80.67,110.4333
2024-03-14,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,82.16,110.4333
2024-03-15,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,81.94,110.4333
2024-03-16,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,81.94,110.4333
2024-03-17,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,81.94,110.4333
2024-03-18,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,83.68,110.4333
2024-03-19,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,84.39,110.4333
2024-03-20,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,82.79,110.4333
2024-03-21,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,81.99,110.4333
2024-03-22,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,81.1,110.4333
2024-03-23,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,81.1,110.4333
2024-03-24,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,81.1,110.4333
2024-03-25,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,82.41,110.4333
2024-03-26,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,82.41,110.4333
2024-03-27,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,82.15,110.4333
2024-03-28,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,83.96,110.4333
2024-03-29,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,83.96,110.4333
2024-03-30,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,83.96,110.4333
2024-03-31,5.33,3.8,312.23,1.6,102.5186,19553.2,86859.0,83.96,110.4333
2024-04-01,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,84.54,108.1696
2024-04-02,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,85.95,108.1696
2024-04-03,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,86.22,108.1696
2024-04-04,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,87.37,108.1696
2024-04-05,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,87.69,108.1696
2024-04-06,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,87.69,108.1696
2024-04-07,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,87.69,108.1696
2024-04-08,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,87.24,108.1696
2024-04-09,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,86.04,108.1696
2024-04-10,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,86.98,108.1696
2024-04-11,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,85.79,108.1696
2024-04-12,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,86.46,108.1696
2024-04-13,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,86.46,108.1696
2024-04-14,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,86.46,108.1696
2024-04-15,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,86.21,108.1696
2024-04-16,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,86.15,108.1696
2024-04-17,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,83.58,108.1696
2024-04-18,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,83.5,108.1696
2024-04-19,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,83.79,108.1696
2024-04-20,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,83.79,108.1696
2024-04-21,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,83.79,108.1696
2024-04-22,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,83.82,108.1696
2024-04-23,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,84.17,108.1696
2024-04-24,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,84.09,108.1696
2024-04-25,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,84.92,108.1696
2024-04-26,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,85.38,108.1696
2024-04-27,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,85.38,108.1696
2024-04-28,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,85.38,108.1696
2024-04-29,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,84.26,108.1696
2024-04-30,5.33,3.9,313.207,3.0,102.3568,19603.3,84376.0,83.49,108.1696
2024-05-01,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,80.7,107.639
2024-05-02,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,80.59,107.639
2024-05-03,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,79.65,107.639
2024-05-04,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,79.65,107.639
2024-05-05,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,79.65,107.639
2024-05-06,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,80.1,107.639
2024-05-07,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,79.97,107.639
2024-05-08,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,80.57,107.639
2024-05-09,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,80.86,107.639
2024-05-10,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,79.81,107.639
2024-05-11,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,79.81,107.639
2024-05-12,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,79.81,107.639
2024-05-13,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,80.71,107.639
2024-05-14,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,79.62,107.639
2024-05-15,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,80.23,107.639
2024-05-16,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,80.85,107.639
2024-05-17,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,81.66,107.639
2024-05-18,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,81.66,107.639
2024-05-19,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,81.66,107.639
2024-05-20,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,81.39,107.639
2024-05-21,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,80.66,107.639
2024-05-22,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,79.15,107.639
2024-05-23,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,77.47,107.639
2024-05-24,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,78.48,107.639
2024-05-25,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,78.48,107.639
2024-05-26,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,78.48,107.639
2024-05-27,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,78.48,107.639
2024-05-28,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,80.9,107.639
2024-05-29,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,80.24,107.639
2024-05-30,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,78.96,107.639
2024-05-31,5.33,4.0,313.225,3.0,102.9797,19697.3,84064.0,77.97,107.639
2024-06-01,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,77.97,107.835
2024-06-02,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,77.97,107.835
2024-06-03,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,75.26,107.835
2024-06-04,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,74.27,107.835
2024-06-05,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,75.08,107.835
2024-06-06,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,76.52,107.835
2024-06-07,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,76.53,107.835
2024-06-08,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,76.53,107.835
2024-06-09,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,76.53,107.835
2024-06-10,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,78.75,107.835
2024-06-11,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,78.88,107.835
2024-06-12,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,79.56,107.835
2024-06-13,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,79.61,107.835
2024-06-14,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,79.41,107.835
2024-06-15,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,79.41,107.835
2024-06-16,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,79.41,107.835
2024-06-17,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,81.33,107.835
2024-06-18,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,82.67,107.835
2024-06-19,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,82.67,107.835
2024-06-20,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,83.34,107.835
2024-06-21,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,81.71,107.835
2024-06-22,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,81.71,107.835
2024-06-23,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,81.71,107.835
2024-06-24,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,82.63,107.835
2024-06-25,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,81.97,107.835
2024-06-26,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,82.19,107.835
2024-06-27,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,83.04,107.835
2024-06-28,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,82.83,107.835
2024-06-29,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,82.83,107.835
2024-06-30,5.33,4.1,313.049,3.0,103.2768,19747.5,64880.0,82.83,107.835
2024-07-01,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,84.7,98.461
2024-07-02,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,84.09,98.461
2024-07-03,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,85.19,98.461
2024-07-04,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,85.19,98.461
2024-07-05,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,84.44,98.461
2024-07-06,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,84.44,98.461
2024-07-07,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,84.44,98.461
2024-07-08,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,83.63,98.461
2024-07-09,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,82.78,98.461
2024-07-10,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,83.39,98.461
2024-07-11,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,83.92,98.461
2024-07-12,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,83.49,98.461
2024-07-13,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,83.49,98.461
2024-07-14,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,83.49,98.461
2024-07-15,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,83.22,98.461
2024-07-16,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,81.92,98.461
2024-07-17,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,84.16,98.461
2024-07-18,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,84.17,98.461
2024-07-19,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,81.43,98.461
2024-07-20,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,81.43,98.461
2024-07-21,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,81.43,98.461
2024-07-22,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,81.25,98.461
2024-07-23,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,78.24,98.461
2024-07-24,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,78.78,98.461
2024-07-25,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,79.43,98.461
2024-07-26,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,78.58,98.461
2024-07-27,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,78.58,98.461
2024-07-28,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,78.58,98.461
2024-07-29,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,77.27,98.461
2024-07-30,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,76.17,98.461
2024-07-31,5.33,4.3,313.534,2.8,102.5381,19862.9,92146.0,79.36,98.461
2024-08-01,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,77.74,106.9044
2024-08-02,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,74.99,106.9044
2024-08-03,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,74.99,106.9044
2024-08-04,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,74.99,106.9044
2024-08-05,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,74.46,106.9044
2024-08-06,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,74.6,106.9044
2024-08-07,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,76.68,106.9044
2024-08-08,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,77.64,106.9044
2024-08-09,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,78.28,106.9044
2024-08-10,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,78.28,106.9044
2024-08-11,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,78.28,106.9044
2024-08-12,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,81.45,106.9044
2024-08-13,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,79.81,106.9044
2024-08-14,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,78.47,106.9044
2024-08-15,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,79.66,106.9044
2024-08-16,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,78.05,106.9044
2024-08-17,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,78.05,106.9044
2024-08-18,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,78.05,106.9044
2024-08-19,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,75.82,106.9044
2024-08-20,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,75.27,106.9044
2024-08-21,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,72.76,106.9044
2024-08-22,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,73.72,106.9044
2024-08-23,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,75.82,106.9044
2024-08-24,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,75.82,106.9044
2024-08-25,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,75.82,106.9044
2024-08-26,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,78.4,106.9044
2024-08-27,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,76.5,106.9044
2024-08-28,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,75.49,106.9044
2024-08-29,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,76.9,106.9044
2024-08-30,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,74.52,106.9044
2024-08-31,5.33,4.2,314.121,2.8,103.0449,19918.4,88059.0,74.52,106.9044
2024-09-01,5.33,4.1,314.686,2.8,102.5497,20024.3,84180.0,74.52,106.4575
2024-09-02,5.33,4.1,314.686,2.8,102.5497,20024.3,84180.0,74.52,106.4575
2024-09-03,5.33,4.1,314.686,2.8,102.5497,20024.3,84180.0,71.28,106.4575
2024-09-04,5.33,4.1,314.686,2.8,102.5497,20024.3,84180.0,70.11,106.4575
2024-09-05,5.33,4.1,314.686,2.8,102.5497,20024.3,84180.0,70.09,106.4575
2024-09-06,5.33,4.1,314.686,2.8,102.5497,20024.3,84180.0,68.58,106.4575
2024-09-07,5.33,4.1,314.686,2.8,102.5497,20024.3,84180.0,68.58,106.4575
2024-09-08,5.33,4.1,314.686,2.8,102.5497,20024.3,84180.0,68.58,106.4575
2024-09-09,5.33,4.1,314.686,2.8,102.5497,20024.3,84180.0,69.65,106.4575
2024-09-10,5.33,4.1,314.686,2.8,102.5497,20024.3,84180.0,66.73,106.4575
2024-09-11,5.33,4.1,314.686,2.8,102.5497,20024.3,84180.0,68.25,106.4575
2024-09-12,5.33,4.1,314.686,2.8,102.5497,20024.3,84180.0,69.89,106.4575
2024-09-13,5.33,4.1,314.686,2.8,102.5497,20024.3,84180.0,69.59,106.4575
2024-09-14,5.33,4.1,314.686,2.8,102.5497,20024.3,84180.0,69.59,106.4575
2024-09-15,5.33,4.1,314.686,2.8,102.5497,20024.3,84180.0,69.59,106.4575
2024-09-16,5.33,4.1,314.686,2.8,102.5497,20024.3,84180.0,71.1,106.4575
2024-09-17,5.33,4.1,314.686,2.8,102.5497,20024.3,84180.0,72.16,106.4575
2024-09-18,5.33,4.1,314.686,2.8,102.5497,20024.3,84180.0,71.87,106.4575
2024-09-19,4.83,4.1,314.686,2.8,102.5497,20024.3,84180.0,72.86,106.4575
2024-09-20,4.83,4.1,314.686,2.8,102.5497,20024.3,84180.0,72.72,106.4575
2024-09-21,4.83,4.1,314.686,2.8,102.5497,20024.3,84180.0,72.72,106.4575
2024-09-22,4.83,4.1,314.686,2.8,102.5497,20024.3,84180.0,72.72,106.4575
2024-09-23,4.83,4.1,314.686,2.8,102.5497,20024.3,84180.0,71.33,106.4575
2024-09-24,4.83,4.1,314.686,2.8,102.5497,20024.3,84180.0,72.34,106.4575
2024-09-25,4.83,4.1,314.686,2.8,102.5497,20024.3,84180.0,70.42,106.4575
2024-09-26,4.83,4.1,314.686,2.8,102.5497,20024.3,84180.0,68.28,106.4575
2024-09-27,4.83,4.1,314.686,2.8,102.5497,20024.3,84180.0,68.72,106.4575
2024-09-28,4.83,4.1,314.686,2.8,102.5497,20024.3,84180.0,68.72,106.4575
2024-09-29,4.83,4.1,314.686,2.8,102.5497,20024.3,84180.0,68.72,106.4575
2024-09-30,4.83,4.1,314.686,2.8,102.5497,20024.3,84180.0,68.75,106.4575
2024-10-01,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,70.41,103.1531
2024-10-02,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,70.74,103.1531
2024-10-03,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,74.33,103.1531
2024-10-04,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,74.93,103.1531
2024-10-05,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,74.93,103.1531
2024-10-06,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,74.93,103.1531
2024-10-07,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,77.76,103.1531
2024-10-08,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,74.26,103.1531
2024-10-09,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,73.85,103.1531
2024-10-10,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,76.46,103.1531
2024-10-11,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,76.11,103.1531
2024-10-12,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,76.11,103.1531
2024-10-13,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,76.11,103.1531
2024-10-14,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,76.11,103.1531
2024-10-15,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,71.22,103.1531
2024-10-16,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,70.97,103.1531
2024-10-17,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,71.26,103.1531
2024-10-18,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,69.78,103.1531
2024-10-19,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,69.78,103.1531
2024-10-20,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,69.78,103.1531
2024-10-21,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,71.16,103.1531
2024-10-22,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,72.84,103.1531
2024-10-23,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,71.37,103.1531
2024-10-24,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,70.58,103.1531
2024-10-25,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,72.02,103.1531
2024-10-26,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,72.02,103.1531
2024-10-27,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,72.02,103.1531
2024-10-28,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,67.65,103.1531
2024-10-29,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,67.48,103.1531
2024-10-30,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,68.91,103.1531
2024-10-31,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,69.58,103.1531
2024-11-01,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,69.81,103.1531
2024-11-02,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,69.81,103.1531
2024-11-03,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,69.81,103.1531
2024-11-04,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,71.83,103.1531
2024-11-05,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,72.26,103.1531
2024-11-06,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,71.98,103.1531
2024-11-07,4.83,4.1,315.454,2.8,102.2805,20024.3,84180.0,72.69,103.1531
2024-11-08,4.58,4.1,315.454,2.8,102.2805,20024.3,84180.0,70.69,103.1531
2024-11-09,4.58,4.1,315.454,2.8,102.2805,20024.3,84180.0,70.69,103.1531
2024-11-10,4.58,4.1,315.454,2.8,102.2805,20024.3,84180.0,70.69,103.1531
2024-11-11,4.58,4.1,315.454,2.8,102.2805,20024.3,84180.0,70.69,103.1531
2024-11-12,4.58,4.1,315.454,2.8,102.2805,20024.3,84180.0,68.43,103.1531
2024-11-13,4.58,4.1,315.454,2.8,102.2805,20024.3,84180.0,68.76,103.1531
2024-11-14,4.58,4.1,315.454,2.8,102.2805,20024.3,84180.0,68.99,103.1531
2024-11-15,4.58,4.1,315.454,2.8,102.2805,20024.3,84180.0,67.33,103.1531
2024-11-16,4.58,4.1,315.454,2.8,102.2805,20024.3,84180.0,67.33,103.1531
2024-11-17,4.58,4.1,315.454,2.8,102.2805,20024.3,84180.0,67.33,103.1531
2024-11-18,4.58,4.1,315.454,2.8,102.2805,20024.3,84180.0,69.46,103.1531
2024-11-19,4.58,4.1,315.454,2.8,102.2805,20024.3,84180.0,69.46,103.1531
2024-11-20,4.58,4.1,315.454,2.8,102.2805,20024.3,84180.0,69.46,103.1531
2024-11-21,4.58,4.1,315.454,2.8,102.2805,20024.3,84180.0,69.46,103.1531
